gene,T,R
SLC25A30,0.400455607,0.127608966
NUFIP1,0.491953435,0.374272737
TSC22D1,0.864507577,-0.214684393
ENOX1,0.8169622259999999,0.25096153
DNAJC15,0.479558772,0.291324034
EPSTI1,0.6309986089999999,0.41856092
TNFSF11,0.74487124,0.408170736
AKAP11,0.27448896,0.055805737
TDRD3,0.337989652,0.127298701
NAA16,0.525721284,0.209111805
MTRF1,0.392537354,0.170291161
WBP4,0.303284611,0.168309707
SUGT1,0.280615552,0.169744476
OLFM4,0.679742562,0.33589407
ELP3,0.7093133079999999,0.063390638
SCARA5,0.5982873329999999,0.135078849
PBK,0.469390725,0.2206764789999999
ESCO2,0.318713646,0.107313141
CCDC25,0.5007303320000001,0.388583089
CLU,0.845040899,0.132027994
ADAM2,0.7843880790000001,0.147778571
EPHX2,0.530981939,-0.125220168
CHRNA2,0.5358374579999999,0.153962461
TRIM35,0.824418412,0.083908755
STMN4,0.762763538,-0.097671203
DPYSL2,0.6960807520000001,-0.298233005
BNIP3L,0.81970375,-0.335938682
PPP2R2A,0.377560974,0.262974108
EBF2,0.627701023,-0.250024968
NEFM,0.697931929,0.156936269
NEFL,0.6748307859999999,-0.1821942289999999
ADAM7,0.6949088920000001,0.08137225
ADAMDEC1,0.525093953,0.00541117
PIBF1,0.288329373,0.108075395
ENTPD4,1.053520373,-0.004693492
TNFRSF10A,0.8328581420000001,0.226256294
TNFRSF10B,0.8328581420000001,0.226256294
TNFRSF10C,0.8328581420000001,0.226256294
TNFRSF10D,0.8328581420000001,0.226256294
RHOBTB2,1.105428806,-0.155946793
PEBP4,0.421806123,0.0054962419999999
BIN3,0.8451901620000001,0.333152434
PDLIM2,1.115456655,-0.144842007
SORBS3,1.093716495,-0.190838532
PPP3CC,0.348141973,0.144314413
SLC39A14,0.746668423,0.504432788
FAM160B2,1.027707157,-0.180051307
HR,0.96164408,-0.276348432
SFTPC,0.720942711,-0.436469609
BMP1,1.010524816,-0.262718524
XPO7,0.367756005,-0.1724848889999999
FGF17,0.6765604890000001,0.237173783
DOK2,0.645404912,0.157493483
GFRA2,0.956126809,-0.2998464389999999
RB1,0.340629798,0.068859883
RCBTB2,0.413764184,0.0010265489999999
ITM2B,0.495459999,0.165898953
MED4,0.630071832,0.3494302999999999
SUCLA2,0.3154723219999999,0.183366481
UCHL3,0.423736008,0.322802017
GPC5,0.723111252,-0.118550454
SPRY2,0.7369372829999999,0.365001845
RBM26,0.289981259,0.13414662
RNF219,0.496996436,0.318284106
EDNRB,0.522240629,-0.150244875
SCEL,0.512585694,-0.1973229269999999
FBXL3,0.752278346,-0.222667105
CLN5,0.5717890929999999,0.243067115
DCT,0.8679762109999999,-0.166410135
TGDS,0.403746764,0.188658458
GPR180,0.640481356,0.048993887
CLDN10,0.3475795379999999,-0.2416857489999999
DNAJC3,0.270351258,0.132060199
MBNL2,0.635593296,-0.261281146
NIPBL,0.256452975,0.112667273
NUP155,0.4497206589999999,0.287714074
GDNF,1.01508936,0.21391342
OSMR,0.640886535,0.465355366
FYB1,0.810881935,0.310151579
C9,0.4527713329999999,-0.09690361
SPSB2,0.4527713329999999,-0.09690361
PSMA4,0.4527713329999999,-0.09690361
DAB2,0.8861183159999999,0.198765213
TTC33,0.341567945,0.0084121519999999
GZMB,0.644081102,0.3737217089999999
RAB2B,0.4137476229999999,-0.036865153
METTL3,0.6613897679999999,0.075687875
DAD1,1.103114113,0.002465017
LRP10,1.170417399,-0.081033475
REM2,0.924210908,-0.127460099
HAUS4,0.972706447,-0.16966062
C14orf93,0.7565401420000001,-0.421554626
SLC7A8,1.008277044,0.234479953
C6,0.656873244,-0.3090907639999999
FBXO4,0.430978776,0.135221281
ACIN1,0.905101651,-0.198280498
OXCT1,0.474080703,-0.149698494
DROSHA,0.92266351,-0.22876711
PSMB5,0.800277617,0.392438324
PABPN1,0.275818993,0.092028844
C5orf22,0.7030559009999999,0.236784683
PDZD2,0.966761383,-0.314181077
SLC22A17,1.017842141,-0.272330128
GOLPH3,0.299845597,0.135423075
ZFR,0.506613336,-0.049418993
EFS,1.063672136,-0.1772828139999999
NGDN,0.535110845,0.361531242
SUB1,0.302581457,0.154703763
NPR3,0.8298180209999999,-0.111809633
JPH4,0.625166717,-0.270468026
DHRS4,0.8305816970000001,0.184628197
CPNE6,0.7534665190000001,0.157439609
DCAF11,0.798559475,-0.283664908
FITM1,0.902331892,-0.305878328
PSME1,0.628600661,0.179743588
TGM1,0.839027055,0.391227163
CIDEB,1.022405624,-0.114446576
ADCY4,1.110093413,-0.0981209369999999
RIPK3,0.774031369,0.42033783
SDR39U1,0.8627770109999999,-0.3679999
CMA1,0.883303225,-0.150247463
ATP12A,0.624455127,0.254197088
SEMA5A,0.8356059379999999,0.361910862
CCT5,0.5329203060000001,0.3780668
CMBL,0.739066848,-0.0788669
ROPN1L,0.76639707,-0.336178271
ANKRD33B,0.8264651609999999,0.280608891
CTNND2,0.85206423,-0.175565796
TARS,0.401556989,0.263585946
AMACR,0.672167758,-0.352687142
SKOR1,0.938442209,0.106666139
RAI14,0.576740933,0.165200473
BRIX1,0.331352451,0.205036791
RAD1,0.247552844,0.047352954
TTC23L,0.620973058,0.37564253
MTDH,0.525388696,0.262035798
LAPTM4B,0.3871605,-0.2001500889999999
SDC2,0.8271082540000001,-0.256584154
TRIO,0.7242052379999999,-0.239974032
ANKH,0.587298405,-0.243170225
MYO10,1.041521973,-0.1121035069999999
RNF19A,0.338116564,0.187114604
PABPC1,0.716027372,0.45054382
YWHAZ,0.607791767,0.419204182
GRHL2,0.690148975,-0.37565851
RRM2B,0.3457769979999999,-0.058741708
ATP6V1C1,0.508648612,0.390471799
BAALC,0.621972468,0.126457025
FZD6,0.395228532,0.031916544
SLC25A32,0.339765515,0.2153657189999999
DCAF13,0.475516441,0.371834646
DPYS,0.6248202279999999,0.151498505
LRP12,0.483573117,0.35244715
ZFPM2,0.653262219,0.357636303
C7,0.245860328,-0.004528361
OXR1,0.245860328,-0.004528361
ANGPT1,0.440261787,0.216034139
CSMD3,0.71584771,0.137743651
EIF3H,0.792528109,0.362982518
UTP23,0.33100896,0.1066358319999999
RAD21,0.456705569,-0.1869044939999999
SLC30A8,0.6527797320000001,-0.223266173
CDH10,0.786383733,-0.006977914
SHCBP1,0.423866406,0.216972378
MATN2,0.7253090390000001,0.288078216
POP1,0.6303848470000001,0.25593136
BVES,0.6303848470000001,0.25593136
STK3,0.282876017,0.113780793
PKN1,0.282876017,0.113780793
OSR2,1.161248756,-0.03624116
KHDRBS3,0.7664945940000001,0.361507387
ZFAT,1.050861581,-0.101253717
EIF3E,0.3128265289999999,0.19312417
ENY2,0.334454104,0.202170873
EBAG9,0.269777656,0.122108375
SYBU,0.538034191,-0.0770128309999999
KCNV1,0.69128212,-0.179153812
MYC,0.824743731,0.455780688
A1BG,0.793849338,-0.014243747
SQLE,0.294185723,-0.0743039259999999
MTSS1,1.013103104,-0.253754284
NDUFB9,0.669279397,0.222031388
KLHL38,0.829170842,-0.134483472
FBXO32,0.947789058,-0.089281607
WDYHV1,0.3158045869999999,-0.144315594
ATAD2,0.286918009,0.082057097
ZHX1,0.26790499,0.071814832
C8orf76,1.015899782,0.212705604
DERL1,0.470064817,0.325363985
HAS2,0.611422838,0.481539951
MTBP,0.8562768609999999,0.125999676
MRPL13,0.556163334,0.418585909
COL14A1,0.825106936,-0.130349393
SLA,0.806241971,0.293380916
LRRC6,0.32342164,-0.19881937
ADCY8,0.988092525,-0.271809619
ASAP1,1.084089702,0.145130386
FAM49B,0.423468015,0.313590169
WNT7B,1.111303237,0.1412925
PPARA,0.736383618,-0.217051588
GTSE1,1.074735344,0.080015426
BRD1,0.668964946,-0.202412357
TTLL8,0.621853795,-0.165917324
TEF,0.856196053,-0.359591326
ZC3H7B,1.115011015,-0.169053831
RANGAP1,1.031768213,0.012789158
L3MBTL2,0.945490918,0.066628565
RBX1,0.372024335,0.25309309
XPNPEP3,0.7650945859999999,-0.267253737
ST13,0.75314021,0.1385559469999999
SLC25A17,0.247873291,0.004209923
ASL,0.834655501,0.19893238
ADSL,0.834655501,0.19893238
FAM83F,0.912615318,0.329359421
TAB1,1.099641448,-0.109248669
SYNGR1,0.997096505,0.13415343
CACNA1I,0.936530412,-0.106313695
DEPTOR,0.643070343,-0.161260793
NPTXR,0.8649345420000001,0.018755046
DSCC1,0.350780945,0.089184854
ENPP2,0.416445342,-0.203726988
JOSD1,0.626806293,-0.108146919
TOMM22,0.534505269,0.002294986
CBY1,0.793308825,-0.251223019
DMC1,0.554683296,-0.163191505
RIBC2,0.471096309,-0.191915632
SMC1B,0.652601081,0.126651663
CSNK1E,1.131556501,-0.126187978
FAM118A,0.446313695,0.2051715999999999
UPK3A,0.673410795,-0.230009264
SH3BP1,1.178618261,-0.0604407509999999
SAMM50,0.524945065,0.305343678
PARVB,1.149603641,-0.095840447
PARVG,0.8957280670000001,0.390112805
C1QTNF6,1.066253153,0.15678603
EFCAB6,0.720612026,-0.392074475
TTLL1,0.746950643,-0.265033712
MYH9,0.549999859,0.146746337
ADAMTS20,0.548849012,-0.3902688379999999
NDUFA6,0.449789492,0.212534802
TWF1,0.298846837,0.1634451519999999
NAGA,1.09419836,-0.167758708
NELL2,0.598952402,-0.014680336
WBP2NL,0.5670764739999999,0.048823574
SLC38A2,0.535551808,0.272253824
SREBF2,0.995463293,-0.266830682
SLC38A4,0.599749021,-0.305417012
RPAP3,0.367664049,0.19418016
ENDOU,0.922554298,0.0765578859999999
RAPGEF3,1.089529765,-0.049410762
XRCC6,0.587880262,0.335114902
PMM1,0.8921264040000001,-0.036664151
HDAC7,1.089213391,-0.1923439689999999
POLR3H,0.937202722,0.157027203
ACO2,1.040439923,-0.217518668
COL2A1,0.837206757,0.090249629
HOXC10,0.733645008,-0.153709854
HOXC5,0.66604164,-0.096896454
GTSF1,0.472901822,0.0592852959999999
NCKAP1L,0.76442789,0.376464209
PDE1B,0.936431495,0.300683455
PPP1R1A,0.753582138,-0.229751523
GLYCAM1,1.063538803,0.044021357
SHISA9,0.701226198,-0.0681310109999999
TNFRSF17,0.634100644,-0.167977367
TXNDC11,0.8064319000000001,0.0539225979999999
LITAF,1.042638608,0.2334075619999999
PRM1,0.426630585,0.0691078079999999
NUBP1,0.7022292859999999,0.23956765
CIITA,0.794596573,0.122563773
EMP2,0.905260418,-0.3049081489999999
C16orf72,0.2489771519999999,0.0846594869999999
BCL6,1.118011835,-0.081153669
TP63,0.8928226779999999,0.170147187
CLDN1,0.7701054490000001,-0.1874694439999999
IL1RAP,0.3952342239999999,0.24592792
ANKS3,0.996428147,-0.063336969
NUDT16L1,1.149641287,-0.096225707
MGRN1,1.15518545,-0.059165088
C16orf96,0.686309618,-0.3656182089999999
SRL,0.5300005879999999,-0.0223562979999999
CREBBP,1.0137125809999998,-0.223467522
FGF12,0.569629469,0.031430698
HRASLS,0.646800288,-0.158603895
ZNF251,0.773424474,-0.170194252
HES1,0.835497121,-0.247354041
ZNF263,0.296460387,0.110370756
ATP13A3,0.25781063,-0.00815647
MEFV,0.740879693,0.468834346
GLYR1,1.011017917,-0.134463461
TMEM44,0.97959424,-0.270635546
LSG1,0.444094999,0.3204988569999999
ROGDI,1.002206341,-0.25088488
C16orf71,0.616169434,-0.265259746
ERCC4,0.964598938,-0.030376105
GPT,0.8477620579999999,-0.409972875
APOD,0.6772298790000001,0.110797778
ADCK5,0.877812074,0.043997782
CYC1,1.097871504,-0.009337932
SHARPIN,1.168413367,0.002238863
MAF1,0.764638085,-0.16875616
DGAT1,1.028094652,0.053673789
HSF1,1.09653259,-0.20139664
BOP1,1.066817573,-0.029821677
FBXL6,1.133825812,-0.136112003
GPAA1,1.172059613,-0.103189931
OPLAH,0.993706564,-0.140387071
GRINA,1.170858521,0.06790799
PLEC,1.120344326,0.035756877
SCRIB,1.066759512,-0.146610693
TSTA3,1.01275817,0.0733045859999999
PYCR3,1.122447488,0.007190894
GSDMD,0.994748514,0.289564074
LY6H,0.6129713520000001,-0.1739717439999999
GPIHBP1,1.043282386,-0.128821774
RHPN1,0.8348752140000001,-0.32531547
LY6E,1.142820189,-0.058720884
LYNX1,0.838924355,-0.266065473
LYPD2,0.6753905809999999,-0.466146527
SLURP1,1.057033456,-0.021947145
PSCA,0.783785773,0.175503146
RPL24,0.867720925,0.33879487
ARC,1.147242236,0.142322019
CEP97,0.270134596,0.020760379
PTK2,0.58528139,0.123447777
MAPK12,0.8197957020000001,-0.3705612889999999
MIOX,0.7992425329999999,-0.079246652
LMF2,1.185927391,-0.07947265
TYMP,0.920719059,-0.327968231
MAPK8IP2,0.792917512,-0.300245049
ARSA,1.129767697,-0.159193354
RABL2B,0.597395735,-0.411823366
ACR,0.901128821,0.121992466
SHANK3,1.0888796790000002,-0.134354043
KIF21A,0.302092698,-0.11528227
YAF2,0.453349648,0.134007398
ZCRB1,0.447928256,0.2785616939999999
ALCAM,0.614325427,-0.475335655
CBLB,0.8156302209999999,-0.148074298
BBX,0.28474227,0.018326525
MORC1,0.3677694829999999,0.193228885
CD96,0.400969645,-0.118094038
TAGLN3,0.921715952,0.031856292
CD200,0.445670136,0.1811351389999999
ATG3,0.407849129,0.192600875
SLC35A5,0.332416031,-0.000782626
CCDC80,0.687765544,0.219517086
CD200R1,0.473434202,0.122700513
CD200R1L,0.473434202,0.122700513
GTPBP8,0.449189434,0.196540238
MZT2A,1.143001307,0.033488047
PRKDC,0.311522659,0.070807502
MCM4,0.530778823,0.214014911
UBE2V2,0.379273608,0.210895602
SNAI2,0.805510108,-0.271350728
NDE1,0.619664613,0.361263669
MPV17L,0.323212103,-0.1294089269999999
PDXDC1,0.540405983,0.03510059
NTAN1,0.388643572,0.095619257
RRN3,0.43383589,0.251411434
PLA2G10,0.749581724,0.0286882839999999
BFAR,0.3805516889999999,0.1652680369999999
PARN,0.493587623,-0.000938932
B3GNT5,0.279793421,0.124979108
BOC,1.08353381,-0.108243263
SIDT1,0.7566956990000001,-0.364426628
NAA50,0.341025728,0.1910425389999999
HIRA,0.856365843,-0.075504516
DRD3,0.658162483,-0.3908609739999999
MRPL40,0.296846347,0.10625024
GBE1,0.292490022,0.118991635
ZBTB20,0.71200247,-0.161993857
USP7,0.287083126,0.154941627
PMM2,1.011569955,-0.04398335
DGCR8,0.369284805,0.18634245
TRMT2A,1.1334830059999998,-0.00051418
ARL6,0.290640344,0.134810717
CRYBG3,0.42165104,0.037587548
CPOX,0.504126717,-0.076458678
ST3GAL6,0.675723141,-0.448783187
TBC1D23,0.336637395,0.134659287
KLHL22,0.947404003,-0.284609412
NIT2,0.4037710889999999,0.100950531
TOMM70,0.348921622,0.235275887
TMEM30CP,0.6767037920000001,0.0558572779999999
TMEM45A,0.493134947,0.1593154219999999
SLC7A4,0.7999953470000001,-0.45437404
TFG,1.081968269,0.001019789
P2RX6,0.7351346409999999,-0.462800342
THAP7,1.155009104,-0.0788188309999999
LZTR1,0.892607336,-0.330268506
NCAM2,0.423426296,-0.130413394
AIFM3,0.760213612,-0.158848569
SNAP29,0.41928043,0.194620528
SERPIND1,0.728884256,0.0613245429999999
CCDC116,0.948564542,-0.135259373
SDF2L1,0.859242785,0.223327515
DLG1,0.3771966129999999,0.257073163
PPIL2,0.4013518789999999,0.1595923669999999
YPEL1,0.4013518789999999,0.1595923669999999
SENP5,0.383099091,0.258191803
NCBP2,0.524792181,0.230401878
TOP3B,0.963817549,-0.224760502
PAK2,0.417139565,0.273979065
SPAG6,0.413818139,-0.31986822
WDR53,0.706602451,0.301224116
FGD4,0.308157383,0.168751832
DNM1L,0.267106897,0.1427619769999999
IGSF11,0.55947579,-0.223171124
TNK2,1.006954818,-0.2372063519999999
YARS2,0.327824236,0.082421894
B4GALT4,0.621495744,-0.254227763
TFRC,0.303404918,0.06202023
ARHGAP31,0.92065952,-0.244730237
FYTTD1,0.265826746,0.1150493069999999
LRCH3,0.54149188,0.064560801
LMLN,0.731708688,0.124200159
POPDC2,1.049252602,0.086105482
OSBPL11,0.603258003,0.280903309
SNX4,0.336866194,0.188482141
NR1I2,0.591873634,-0.110743543
ZNF148,0.397480903,0.22529341
GSK3B,0.463211899,0.020380691
UMPS,0.6777564759999999,0.459300418
FSTL1,0.983523618,0.11179955
ITGB5,1.073516519,-0.083980583
CYP2AB1P,0.837397725,-0.290754233
NDUFB4,0.312897954,0.054736535
HGD,0.6992092959999999,-0.078497996
ABCC5,0.721458341,-0.151506658
MUC13,0.788086389,0.351489204
RABL3,0.366524444,0.239685058
GTF2E1,0.427998186,0.2064335169999999
STXBP5L,0.645331529,0.139735472
HCLS1,0.968379512,0.329860618
ROPN1,0.84404303,-0.036267662
CCDC14,0.376873875,-0.204420267
MYLK,0.875372032,-0.31472149
IQCB1,0.33473986,0.1006993809999999
EAF2,0.733353347,-0.112841479
ADCY5,0.804224136,-0.2255677139999999
AP2M1,1.056563407,0.07557932
ECE2,1.068495198,0.231150661
CLCN2,1.045641945,-0.025897842
PDIA5,0.934787882,-0.225337466
SLC49A4,0.711395412,-0.163712926
HSPBAP1,0.655038181,0.180390746
EHHADH,0.528183713,-0.212028111
SENP2,0.264399105,0.023568774
TMEM41A,0.645469089,0.018687036
TRA2B,0.342247142,0.221969226
CHODL,0.8331212,-0.0220967329999999
DGKG,0.6881199179999999,-0.113942395
BTG3,0.458299543,0.1198608999999999
C21orf91,0.379045205,0.256285005
CXADR,0.420107059,-0.050065819
USP25,0.463324032,0.309080101
AHSG,0.8607988870000001,-0.015610273
FETUB,1.07217216,-0.119805448
KNG1,0.906047173,0.195322268
SAMSN1,0.520486389,0.336115635
HRG,0.789240981,-0.0272030339999999
ADIPOQ,0.627340745,-0.292477757
RFC4,0.3377313389999999,0.177162295
ROBO1,0.65649613,-0.295271083
EIF4A2,0.234161861,0.006464441
EIF4B,0.234161861,0.006464441
ST6GAL1,1.095913574,-0.1079457619999999
MASP1,0.710056314,0.339507796
MRPL39,0.383894699,0.228538715
ATP5PF,0.342694613,0.201711211
APP,0.566490763,-0.1613840269999999
ADAMTS1,0.853514181,0.251819626
ADAMTS5,0.4906486679999999,0.091904083
ETS2,1.102978681,-0.009203058
DYRK1A,0.473576281,0.1851583999999999
SLC15A2,0.433095366,-0.178381771
ILDR1,0.910579713,-0.3424892479999999
CD86,0.5570952229999999,0.396123892
CSTA,0.6909708379999999,0.43001728
KPNA1,0.339444687,0.131817008
PARP9,0.521764597,0.400479281
ARL13B,0.594829269,-0.31048421
PROS1,0.351120593,0.197791453
PSMG1,0.5836199089999999,0.371925092
BRWD1,0.3105653319999999,0.137716807
GRIK1,0.591604947,0.143757679
FAM3B,0.517425925,0.091882049
PIGP,0.444269831,-0.0522813679999999
RIPPLY3,1.025083508,-0.226074851
CHAF1B,0.984116563,0.152371265
CBR3,0.486802756,-0.041825352
SETD4,0.730580817,-0.085029237
CLIC6,0.580087599,-0.398075839
RCAN1,0.795177928,0.389838625
RUNX1,1.178818776,-0.049004692
ATP5PO,0.921082455,0.0511383159999999
ITSN1,0.833423488,-0.122870268
DONSON,0.402204197,0.252362288
SON,0.292016504,0.086985405
GART,0.557807075,0.233884725
TMEM50B,0.5840778520000001,-0.4543031529999999
IFNGR2,1.024454494,0.222163645
IFNAR1,0.544436392,0.362503998
IL10RB,0.882363091,-0.032155787
IFNAR2,0.7254768359999999,0.150827446
SYNJ1,1.024137866,-0.03952915
SOD1,0.3878519589999999,0.017809686
SCAF4,1.00073867,-0.282056975
KRT75,0.854590616,0.374449838
ZNF641,0.894262673,-0.098883509
LALBA,0.728891242,-0.241047922
ADCY6,0.922245582,-0.283265046
ENAH,0.335430689,-0.121219125
WNT10B,0.950594737,-0.230432545
WNT1,0.494297954,-0.056142207
LMBR1L,1.02529366,-0.016425242
DHH,0.915507526,0.216960838
TUBA1B,1.122508942,-0.040303892
PRPF40B,1.021020466,-0.240197166
FMNL3,1.150947561,-0.001730114
NCKAP5L,1.036177264,-0.213639402
TMBIM6,0.927232446,-0.192675779
FAIM2,0.940933573,-0.313691787
AQP2,0.870488823,0.021150257
RACGAP1,0.605503103,0.128380398
SMARCD1,1.115373365,-0.163686126
GPD1,0.8179357490000001,-0.390576151
H6PD,0.8179357490000001,-0.390576151
LIMA1,0.526286722,0.1397621869999999
LARP4,0.31545551,0.180533836
DIP2B,0.512918451,0.004419863
ATF1,1.077767411,0.0880521819999999
SLC11A2,0.917788936,-0.208380437
CELA1,0.376533576,-0.003420594
SLC4A8,0.724352691,0.1503294869999999
SCN8A,1.065209159,0.068480209
NR4A1,1.157299579,-0.044918789
PCDHGC5,1.117491157,-0.176837047
KRT7,0.675019831,0.26368422
KRT6A,0.633359171,0.071321668
KRT6B,0.633359171,0.071321668
KRT6C,0.633359171,0.071321668
KRT18,0.655749934,0.229345382
CSAD,0.982584086,-0.2704072919999999
SOAT2,0.874780325,0.395695258
IGFBP6,0.989438722,-0.1781341
AMHR2,0.8515854829999999,-0.047200608
PRR13,1.126504661,-0.033528055
MAP3K12,0.825752582,-0.255042597
TARBP2,1.135398884,-0.0102379869999999
NPFF,1.124778423,-0.062851823
CALCOCO1,0.644315692,-0.441069176
FABP2,0.7304292059999999,0.100574902
SNCG,1.073897847,0.118354755
RTTN,0.219794463,-0.044657619
CDKN1A,1.057972127,0.195936312
NUS1,0.4407645189999999,0.317934612
RGN,0.449876141,0.019625848
SLC10A2,0.567475162,-0.247363015
MOSPD1,0.3175630339999999,0.1961363239999999
AKIRIN1,0.563737911,0.35584395
CXCL13,0.681347129,0.501583742
GTF2IRD1,0.980994538,-0.050970463
CCR4,0.527744034,0.217447802
ABCC1,1.03451429,-0.126371677
NDUFA5,0.5659113379999999,0.366029151
FHL1,0.547368665,-0.296913635
MSRB2,0.457557838,-0.031306573
RFC2,0.968507683,0.022309572
DENR,0.40650867,0.28005468
PRMT5,0.611538118,0.182695108
SYMPK,0.983738975,-0.234630051
LINC01225,0.8992028320000001,0.034012854
SULT1C3,0.856671702,0.327622795
SULT1C4,0.856671702,0.327622795
SULT1C2,0.856671702,0.327622795
GZMA,0.410511379,0.142159915
NAGPA,1.139729559,-0.063805568
IVNS1ABP,0.355382725,-0.13727059
LRRC69,0.391174264,-0.128839204
TMEM52,0.944196538,-0.325937017
RPP14,0.359753805,0.216812805
SLC38A1,0.703927007,-0.149773673
GPS2,1.109132342,-0.145435177
BSG,0.932914508,-0.245277629
CPN2,0.7022528109999999,-0.174388831
VWA5A,0.426962558,0.311012828
GRM2,0.8064151909999999,0.077442547
IL15RA,0.709801353,0.346260645
SERPING1,0.991296744,0.108416935
SERINC2,0.983209514,0.001797062
CCL25,0.513491469,0.230065677
SCG5,0.712479251,0.331222237
KCNK5,0.979913428,0.312769409
GUCA2A,0.770768206,0.175575003
PARP3,1.1062520340000002,0.0224189829999999
SLC26A6,1.0297951090000002,0.024703277
ACY1,0.964670221,-0.083314878
FRS3,1.065907088,-0.140508524
GABRR2,0.6653744,-0.167333355
CRELD2,0.756564255,0.299471014
CD4,0.8989664390000001,-0.130581176
TWF2,1.13592705,0.016060545
BMP15,0.6374566220000001,0.019051437
ZNF605,0.7539179709999999,0.327613306
UBE2J2,0.5205957920000001,0.259046992
ACHE,1.043096205,-0.154006584
DTWD1,0.311592578,0.191614235
WFDC1,0.775498771,-0.380743428
POC1A,0.7272466809999999,-0.261273184
TRIP6,1.189107229,0.015860851
CLEC6A,0.621049913,0.356337616
AGAP3,0.986407949,-0.275605545
TMEM176A,1.044987907,-0.069887189
KCNK16,0.8455984740000001,-0.08495306
DLX2,0.6644818610000001,-0.092038815
SLC17A9,1.037497298,-0.007511348
STK31,0.5211828820000001,0.139017264
NFATC4,1.172002026,-0.0656894
CELA3A,0.8271763409999999,-0.0524780709999999
CELA3B,0.8271763409999999,-0.0524780709999999
GNB3,0.852423193,-0.030596906
ESX1,0.953689305,0.1531585859999999
PISD,0.680060385,-0.347461227
TPI1,0.809904367,0.3105276819999999
RAB12,0.306316755,0.129291144
TSPAN18,0.550525904,0.150653484
TULP2,0.804824908,0.2134349489999999
CELSR3,0.963425261,0.323507426
PRPH,0.79504053,0.083686441
PCBP4,1.159849073,-0.052064845
CDCA3,0.785752696,0.1767429519999999
CCNDBP1,0.368069084,0.204824687
OGFOD2,1.030546842,-0.215393069
MRPS23,0.679362082,0.408340187
RHEBL1,0.614671548,-0.119835479
SFI1,0.960754681,0.055506822
HES7,0.88362068,-0.010051134
PIGX,0.3930641629999999,0.243090888
TIAM2,0.715669604,-0.057196835
SYNJ2,1.104288377,-0.093069395
RPS6KA2,1.159963703,0.0876241069999999
AGPAT4,1.011952281,0.216882915
SLC22A3,0.696591524,-0.233476972
SLC22A1,0.695817638,-0.2457263519999999
IGF2R,0.666665463,0.216570586
ACAT2,0.54492156,-0.290229206
LNPEP,0.391793372,0.198016415
RIOK2,0.361907628,0.264642437
CHD1,0.34545607,0.186052395
PDE10A,0.6349210710000001,0.41373264
C6orf118,0.575812354,-0.1275850869999999
PHF10,0.633980442,0.224032118
THBS2,0.758949008,0.247116241
SMOC2,1.020554673,-0.005713748
ZNF761,0.2610125439999999,0.12698085
ZSCAN10,0.8041103059999999,-0.075382462
MMP25,1.030454013,0.114208748
HCFC1R1,1.064931472,-0.225570973
TNFRSF12A,0.904730788,0.3729367779999999
CLDN6,0.6584556429999999,0.060572535
PAQR4,1.125429244,-0.139878661
FLYWCH2,0.6711827090000001,-0.394921577
SLC25A27,0.779388509,-0.4275877529999999
PLA2G7,0.625795519,0.442996466
MEP1A,0.521119652,0.0486305479999999
TNFRSF21,0.944084073,-0.056720358
CENPQ,0.413656608,0.241940442
MMUT,0.361185696,-0.184502608
TBC1D5,0.631204978,-0.221117071
RHAG,0.588653045,0.010365747
SATB1,0.84907116,-0.252916716
CRISP2,0.913849078,0.031220575
EFHB,0.3106823689999999,-0.014009907
CDC5L,0.4847866,0.364959316
SPATS1,0.478391898,-0.218754408
AARS2,1.001745661,-0.0301690079999999
MRPL14,0.926419782,-0.277907022
SLC29A1,0.966058597,-0.239956566
HSP90AB1,0.524305197,-0.076128332
SLC5A7,0.641075396,-0.216091281
NFKBIE,1.031675038,0.257823415
TCTE1,0.690195021,-0.419546761
VEGFA,0.7448988809999999,-0.294972069
GTPBP2,1.059636727,-0.0442770679999999
POLH,0.533466232,0.155393744
CLIC5,0.40291759,-0.123540804
ENPP5,0.553869034,-0.392319318
ENPP4,0.349778763,0.202454663
CYP39A1,0.288810733,-0.137891213
CALCR,0.7864528590000001,0.13723469
FBXL17,0.395882811,0.0993900519999999
RSPH9,0.575025156,-0.399967842
MRPS18A,1.003709502,0.110055874
CRIP3,0.811320659,-0.370102461
RRP36,0.932409415,0.020219266
PTK7,1.160046809,0.053785462
CNPY3,1.073985868,-0.068960801
UBR2,0.565858065,-0.19087149
PRPH2,0.563509785,0.097897534
GUCA1B,0.937387609,-0.160706046
TAF8,0.951002102,-0.081477885
GUCA1A,0.779452877,0.133839736
MED20,0.550746507,-0.153348423
PGC,0.931845356,-0.04048629
BYSL,1.02498737,0.253722047
FOXP4,1.068321752,-0.2026715039999999
TREM2,0.8630688759999999,0.211491657
TREML1,0.86661904,0.229027078
NFYA,0.530300097,-0.142872445
TSPO2,0.566272097,-0.011129281
KIF6,0.59236047,-0.427068956
BRD4,1.164285992,-0.071984998
STK38,0.7642612609999999,-0.245927185
PPIL1,1.043087578,-0.019893884
CPNE5,0.8561800159999999,-0.3199782
PI16,1.031235691,-0.13429577
MTCH1,1.034809741,-0.088301437
FGD2,1.028378972,-0.097417387
PIM1,1.061334844,0.218113642
GLO1,0.4610063129999999,0.173428842
GLP1R,0.74078808,-0.423516551
TFF2,0.682444113,-0.360389756
TFF3,0.823583532,-0.051996249
ABCG1,0.902521892,0.078695823
TFF1,0.647632284,0.037648232
